,Unnamed: 0,Edad,Sexo,Perscargo,Estrato,Nivel de estudios,Tipo de contrato,Ingresos,Egresos,Tipo de actividad,Tipo de vivienda,Total activos,Total pasivos,Salario,Ingresos por arriendo,Ingresos por honorarios,Ingresos financieros,Otros ingresos,Gasto familiar,Gasto obligatorio,Gasto arriendo,Otros gastos,Destino,Monto,Plazo,Cuota,ConoCliente,Garantia,RespPat,Fecha_corte,CuidadRes,Ocupacion,Agencia,Cargo,Califica,FecIngEmp,FecIngreso,FecUltAct,Ciiu,Pagare,Estado,MoraCome,EndeuIndi,Puntaje
65,66,47,yes,1,5,Profesional,Indefinido,6597667,3100000,Empleado,Propia,0,0,6597667,0,0,0,0,0,3100000,0,0,Consumo,3500000,36,142888,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Ingeniero electronico,Belen,,1,1996-10-01,2009-01-19,2009-01-14,transporte almacenam - transporte por via t,41776.0,Aprobado,Con Experiencia sin Mora,0,67.0
66,67,43,yes,0,5,Tecnólogo,Indefinido,1991000,784000,Empleado,Arrendada,0,10000000,1991000,0,0,0,0,0,784000,0,0,Consumo,449000,3,155845,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Técnicos  en ingeniería industrial y química industrial,Itagui,,1,2005-06-09,2009-01-15,2009-01-15,industrias manufactu - fabricacion de produ,41817.0,Aprobada,Con Experiencia sin Mora,19,
67,68,22,yes,0,2,Bachiller,Indefinido,696900,0,Empleado,Arrendada,0,0,496900,0,0,0,200000,0,0,0,0,Consumo,2000000,24,106944,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Bello,Sin Profesión,Centro,,1,2008-05-16,2009-03-18,2009-03-16,industrias manufactu - actividades de edici,43519.0,Aprobado,Sin experiencia,0,23.0
68,69,42,no,2,2,Técnico,Ninguno,2475000,110000,Ama de Casa,Propia,0,0,2475000,0,0,0,0,0,110000,0,0,Consumo,10000000,24,$ 1.048.857,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,La Estrella,Técnicos en programación informática,Caldas,,1,,1998-01-13,2009-03-24,,,Aprobado,Con Experiencia sin Mora,0,31.0
69,70,50,no,1,2,Especializacion,Indefinido,2140766,339000,Empleado,Propia,0,1493000,2140766,0,0,0,0,0,339000,0,0,Consumo,7000000,36,271.479,Sin Referencias,Libranza Establecida,Prop.y Vehìculo,2009-03-31,Envigado,Otros profesionales de la educación,Sabaneta,,1,1984-05-22,2001-05-02,2009-03-12,educacion - educacion  en todas,,Aprobado,Mora mayor a 60 Dìas,0,47.0
70,71,21,no,0,2,Técnico,Fijo,560900,99000,Empleado,Familiar,0,1000000,496900,0,0,0,64000,0,99000,0,0,Consumo,3500000,36,142888,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Técnicos asistentes de servicios administrativos y afines,Centro,,1,2006-04-02,2008-07-28,2009-03-06,transporte almacenam - correo y telecomunic,43286.0,Aprobada,Con Experiencia sin Mora,12,
71,72,41,no,0,3,Bachiller,Indefinido,2730000,1490000,Empleado,Propia,0,25700000,2730000,0,0,0,0,0,1490000,0,0,Consumo,4000000,36,171.344,Buena Experiencia CFB,Sin Codeudor,Prop.con Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,1,1999-01-01,1997-10-23,2009-03-31,comercio al por mayo - comercio mantenimien,,Aprobado,Con Experiencia sin Mora,0,42.0
72,73,29,yes,3,3,Profesional,Indefinido,1013000,563000,Empleado,Arrendada,0,0,1013000,0,0,0,0,0,563000,0,0,Consumo,5000000,36,199328,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Itagui,Profesores de educación secundaria,Itagui,,1,2005-05-24,2004-08-17,2009-03-20,educacion - educacion  en todas,43718.0,Aprobada,Con Experiencia sin Mora,19,
73,74,39,yes,2,3,Técnico,Indefinido,1159258,109000,Empleado,Arrendada,0,0,1159258,0,0,0,0,0,109000,0,0,Consumo,3590000,36,135253,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-01-31,Sabaneta,Agentes de la administración publica en aduanas impuestos y afines,Centro,,1,2005-11-01,2006-01-20,2009-01-28,administracion publi - actividades legislat,42129.0,Aprobado,Con Experiencia sin Mora,0,57.0
74,75,48,no,1,5,Especializacion,Indefinido,4140000,3486000,Empleado,Familiar,0,0,4140000,0,0,0,0,0,3486000,0,0,Consumo,5000000,36,213.932,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Medellin,Profesores de educación secundaria,Centro,,1,1994-04-14,1992-07-11,2009-03-03,educacion - educacion  en todas,,Aprobado,Con Experiencia sin Mora,0,82.0
75,76,35,yes,1,4,Especializacion,Indefinido,4704000,1472000,Empleado,Propia,0,5800000,1254000,0,0,0,3450000,0,1472000,0,0,Consumo,295000,3,102392,Buenas Referencias,Conyuge,Prop.sin Hipoteca,2009-01-31,Medellin,Sin Profesión,Altavista,,1,1996-09-13,2009-01-17,2009-01-16,intermediacion finan - financiacion de plan,41867.0,Aprobada,Con Experiencia sin Mora,23,
76,77,32,yes,0,2,Primaria,Indefinido,860000,227000,Empleado,Arrendada,0,0,860000,0,0,0,0,0,227000,0,0,Consumo,8700000,48,289438,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Bello,Sin Profesión,Floresta,,1,2001-01-09,2004-02-21,2009-01-15,industrias manufactu - fabricacion de prend,41803.0,Aprobado,Con Experiencia sin Mora,0,47.0
77,78,32,yes,0,3,Especializacion,Fijo,2870000,14000,Empleado,Familiar,0,0,2870000,0,0,0,0,0,14000,0,0,Consumo,7920000,48,271516,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Sabaneta,Trabajadores sociales y afines,Sabaneta,,0,2007-01-01,2006-01-20,2009-01-20,administracion publi - actividades legislat,41932.0,Aprobado,Con Experiencia sin Mora,0,57.0
78,79,24,yes,2,2,Técnico,Fijo,661500,0,Empleado,Familiar,0,0,461500,0,0,0,200000,0,0,0,0,Consumo,10500000,48,349322,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Técnicos en programación y control informáticos,Itagui,,1,2007-09-13,2009-01-15,2009-01-14,transporte almacenam - transporte por via t,41793.0,Aprobado,Sin experiencia,0,52.0
79,80,31,no,0,2,Tecnólogo,Indefinido,983000,150000,Empleado,Familiar,0,0,983000,0,0,0,0,0,150000,0,0,Consumo,250000,3,87.191,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-03-31,Caldas,Técnicos asistentes de servicios financieros contables y afines,Itagui,,1,2007-12-17,2008-02-01,2009-03-24,intermediacion finan - intermediacion finan,,Aprobado,Con Experiencia sin Mora,0,13.0
80,81,31,no,0,2,Tecnólogo,Indefinido,983000,150000,Empleado,Familiar,0,0,983000,0,0,0,0,0,150000,0,0,Consumo,250000,3,87.191,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-03-31,Caldas,Técnicos asistentes de servicios financieros contables y afines,Itagui,,1,2007-12-17,2008-02-01,2009-03-24,intermediacion finan - intermediacion finan,,Aprobado,Con Experiencia sin Mora,0,13.0
81,82,40,no,1,2,Primaria,Ninguno,991600,0,Independiente,Propia,0,0,0,400000,0,0,591600,0,0,0,0,Consumo,11000000,48,385.39,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Sabaneta,Sin Profesión,Sabaneta,,1,,2005-07-27,2009-03-30,actividades inmobili - actividades inmobili,,Aprobado,Con Experiencia sin Mora,0,53.0
82,83,64,yes,1,3,Bachiller,Ninguno,648084,210000,Jubilado,Propia,0,291000,648084,0,0,0,0,0,210000,0,0,Consumo,5000000,36,204126,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-01-31,Bello,Sin Profesión,Bello,,0,,2007-04-23,2009-01-20,,41955.0,Aprobada,Con Experiencia sin Mora,38,
83,84,63,yes,2,5,Especializacion,Ninguno,2870000,605000,Jubilado,Propia,0,0,2870000,0,0,0,0,0,605000,0,0,Consumo,4500000,36,179396,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Zootecnistas,Belen,,1,,2006-11-21,2009-01-09,,41731.0,Aprobado,Con Experiencia sin Mora,0,82.0
84,85,62,yes,3,3,Profesional,Indefinido,1013000,201000,Empleado,Arrendada,0,2188000,1013000,0,0,0,0,0,201000,0,0,Consumo,2000000,24,106944,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-01-31,Medellin,Ingenieros,Altavista,,1,1989-11-15,2009-01-27,2009-01-21,educacion - educacion  en todas,41991.0,Aprobada,Màximo 3 moras 30 Dìas,17,
85,86,27,no,1,3,Profesional,Ninguno,1222000,591000,Independiente,Familiar,0,0,1222000,0,0,0,0,0,591000,0,0,Consumo,1500000,12,141.216,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Envigado,Contadores,Envigado,,0,,2008-06-27,2009-03-30,servicios sociales y - actividades relacion,,Aprobado,Con Experiencia sin Mora,0,33.0
86,87,37,yes,3,1,Bachiller,Indefinido,993800,337000,Empleado,Propia,0,0,993800,0,0,0,0,0,337000,0,0,Consumo,2100000,24,112291,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Medellin,Sin Profesión,Centro,,1,1998-02-02,2008-04-04,2009-01-10,industrias manufactu - fabricacion de papel,41739.0,Aprobada,Con Experiencia sin Mora,10,
87,88,25,no,0,2,Técnico,Ninguno,697000,0,Independiente,Familiar,0,0,0,0,0,0,697000,0,0,0,0,Consumo,10000000,48,350.355,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Técnicos postsecundarios no universitarios y asistentes,Altavista,,0,,2008-07-29,2009-03-17,comercio al por mayo - comercio mantenimien,,Aprobado,Sin experiencia,0,31.0
88,89,32,yes,2,2,Bachiller,Indefinido,708000,197000,Empleado,Familiar,0,4000000,708000,0,0,0,0,0,197000,0,0,Consumo,5500000,36,207213,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Itagui,Sin Profesión,Itagui,,1,2000-11-06,2009-01-20,2009-01-19,industrias manufactu - fabricacion de prend,41915.0,Aprobada,Con Experiencia sin Mora,46,
89,90,32,yes,0,4,Profesional,Fijo,1118000,265000,Empleado,Arrendada,0,350000,1118000,0,0,0,0,0,265000,0,0,Consumo,2700000,24,144374,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Contadores,Bello,,1,2007-03-05,2009-01-10,2009-01-07,industrias manufactu - elaboracion de produ,41665.0,Aprobada,Con Experiencia sin Mora,16,
90,91,31,yes,0,3,Tecnólogo,Ninguno,840000,331000,Independiente,Familiar,0,0,840000,0,0,0,0,0,331000,0,0,Consumo,3200000,36,130641,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-01-31,Medellin,Asistentes de cine teatro televisión y artes escénicas,Belen,,1,2006-10-20,2000-06-08,2009-01-23,comercio al por mayo - comercio mantenimien,41667.0,Aprobado,Con Experiencia sin Mora,0,51.0
91,92,31,no,0,3,Profesional,Fijo,938315,670000,Empleado,Propia,0,0,938315,0,0,0,0,0,470000,0,200000,Consumo,1500000,24,84.411,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Bello,Ingenieros,Belen,,1,2006-01-16,2008-09-06,2009-03-13,establecimientos edu,,Aprobado,Con Experiencia sin Mora,0,43.0
92,93,30,yes,0,2,Tecnólogo,Indefinido,2414000,573000,Empleado,Familiar,0,0,2414000,0,0,0,0,0,573000,0,0,Consumo,4600000,36,86277,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-01-31,Itagui,Técnicos y asistentes de la medicina moderna y la salud,Itagui,,1,2003-12-01,2008-12-29,2009-01-15,servicios sociales y - actividades relacion,41801.0,Aprobado,Màximo 3 moras 30 Dìas,0,35.0
93,94,29,yes,2,3,Técnico,Indefinido,562860,144000,Empleado,Familiar,0,0,562860,0,0,0,0,0,144000,0,0,Consumo,1200000,18,80748,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-01-31,Itagui,Técnicos en programación y control informáticos,Itagui,,0,2008-07-07,2009-01-23,2009-01-22,industrias manufactu - fabricacion de papel,42010.0,Aprobado,Con Experiencia sin Mora,0,42.0
94,95,22,no,1,2,Técnico,Indefinido,927000,73000,Empleado,Familiar,0,0,927000,0,0,0,0,0,73000,0,0,Consumo,5000000,36,199328,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Técnicos en programación y control informáticos,Centro,,1,2007-07-25,2009-03-26,2009-03-24,administracion publi - actividades legislat,43749.0,Aprobada,Con Experiencia sin Mora,10,
95,96,50,yes,3,2,Bachiller,Indefinido,696900,109000,Empleado,Familiar,0,0,496900,0,0,0,200000,0,109000,0,0,Consumo,3500000,36,142888,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,1999-01-01,1996-02-07,2009-03-17,transporte almacenam - transporte por via t,43553.0,Aprobada,Con Experiencia sin Mora,10,
96,97,43,yes,2,2,Primaria,Indefinido,850000,108000,Empleado,Familiar,0,0,496900,0,0,0,353100,0,108000,0,0,Consumo,1200000,18,80748,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,2008-02-08,2006-11-17,2009-03-18,transporte almacenam - transporte por via t,43601.0,Aprobada,Con Experiencia sin Mora,24,
97,98,43,yes,5,2,Ninguno,Ninguno,1800000,0,Independiente,Arrendada,0,0,0,0,0,0,1800000,0,0,0,0,Consumo,5000000,36,188375,Buenas Referencias,Fondo de Garantia,Sin Patrimonio,2009-03-31,Rionegro,Sin Profesión,Rionegro,,1,1999-01-01,2009-03-11,2009-03-10,construccion - construccion,43392.0,Aprobada,Sin experiencia,9,
98,99,38,yes,1,2,Primaria,Ninguno,2500000,342000,Independiente,Propia,0,15000000,0,0,0,0,2500000,0,342000,0,0,Consumo,4000000,36,150700,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Rionegro,Sin Profesión,Rionegro,,1,2004-02-01,2004-09-07,2009-03-07,comercio al por mayo - comercio mantenimien,43329.0,Aprobado,Con Experiencia sin Mora,0,44.0
99,100,65,no,0,3,Bachiller,Ninguno,1496900,199000,Jubilado,Familiar,0,0,496900,0,0,0,1000000,0,199000,0,0,Consumo,4500000,36,179396,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Belen,,1,,1992-08-26,2009-03-18,,43622.0,Aprobado,Con Experiencia sin Mora,0,58.0
100,101,27,yes,1,3,Tecnólogo,Indefinido,1350000,47000,Empleado,Familiar,0,0,1350000,0,0,0,0,0,47000,0,0,Consumo,12000000,48,420.426,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Altavista,,0,2005-02-10,2006-07-28,2009-03-17,administracion publi - actividades legislat,,Aprobado,Una mora 60 Dìas,0,44.0
101,102,30,yes,3,2,Tecnólogo,Indefinido,1022000,117000,Empleado,Arrendada,0,2788000,1022000,0,0,0,0,0,117000,0,0,Consumo,3600000,48,106.051,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Técnicos asistentes de servicios financieros contables y afines,Centro,,1,2002-11-22,2003-06-26,2009-03-27,intermediacion finan - intermediacion finan,,Aprobado,Una mora 60 Dìas,0,52.0
102,103,52,no,2,2,Bachiller,Indefinido,496900,26000,Empleado,Familiar,0,0,496900,0,0,0,0,0,26000,0,0,Consumo,4500000,36,179396,Buenas Referencias,Fondo de Garantia,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Centro,,1,2005-08-09,2004-05-12,2009-03-25,otras actividades de - actividades de organ,43777.0,Aprobado,Màximo 3 moras 30 Dìas,0,54.0
103,104,30,yes,3,2,Tecnólogo,Indefinido,1022000,117000,Empleado,Arrendada,0,2788000,1022000,0,0,0,0,0,117000,0,0,Consumo,3600000,48,106.051,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Técnicos asistentes de servicios financieros contables y afines,Centro,,1,2002-11-22,2003-06-26,2009-03-27,intermediacion finan - intermediacion finan,,Aprobado,Una mora 60 Dìas,0,60.0
104,105,47,yes,0,3,Tecnólogo,Indefinido,1022000,442000,Empleado,Propia,0,14000000,1022000,0,0,0,0,100000,342000,0,0,Consumo,10000000,60,254.805,Buena Experiencia CFB,Libranza Establecida,Prop.sin Hipoteca,2009-03-31,Medellin,Administración de Empresas,Centro,,1,1988-07-08,1989-03-02,2009-03-28,intermediacion finan - intermediacion finan,,Aprobado,Con Experiencia sin Mora,0,60.0
105,106,46,yes,0,2,Bachiller,Ninguno,1000000,136000,Independiente,Familiar,0,0,1000000,0,0,0,0,0,136000,0,0,Consumo,2100000,24,115.609,Buenas Referencias,Con Codeudor(es),Vehìculo sin Prenda,2009-03-31,Medellin,Sin Profesión,Altavista,,1,,2004-12-29,2009-03-24,transporte almacenam - transporte por via t,,Aprobado,Mora mayor a 60 Dìas,0,33.0
106,107,47,yes,1,4,Bachiller,Ninguno,5000000,3599000,Independiente,Familiar,0,0,0,0,0,5000000,0,731000,618000,2250000,0,Capital de Trabajo,3000000,36,113025,Buena Experiencia CFB,Conyuge,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Centro,,0,,2006-09-30,2009-03-26,comercio al por mayo - comercio mantenimien,43810.0,Aprobado,Con Experiencia sin Mora,0,71.0
107,108,57,no,0,4,Bachiller,Ninguno,2700000,816000,Independiente,Propia,0,0,0,1050000,0,0,1650000,0,816000,0,0,Consumo,1500000,24,80208,Buena Experiencia CFB,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,1,2002-03-07,1997-04-16,2009-03-10,comercio al por mayo - comercio mantenimien,43397.0,Aprobado,Con Experiencia sin Mora,0,59.0
108,109,43,yes,0,5,Profesional,Indefinido,2500000,898000,Empleado,Propia,0,0,2300000,0,0,200000,0,0,898000,0,0,Consumo,10000000,60,620.571,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Medellin,Sacerdotes y religiosos de distintas doctrinas,Bello,,0,2003-02-01,2009-03-12,2009-03-12,otras actividades de - actividades de organ,,Aprobado,Con Experiencia sin Mora,0,89.0
109,110,64,no,0,3,Bachiller,Ninguno,1114708,271000,Jubilado,Propia,0,10000000,1114708,0,0,0,0,0,271000,0,0,Consumo,3000000,36,124026,Buenas Referencias,Fondo de Garantia,Prop.sin Hipoteca,2009-03-31,Sabaneta,Sin Profesión,Sabaneta,,0,,2006-09-18,2009-03-18,,43608.0,Aprobado,Con Experiencia sin Mora,0,49.0
110,111,62,no,0,2,Primaria,Ninguno,993000,49000,Independiente,Propia,0,2375000,0,993000,0,0,0,0,49000,0,0,Consumo,6000000,36,226050,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Itagui,Sin Profesión,Itagui,,1,2001-06-07,2001-06-07,2009-03-26,actividades inmobili - actividades inmobili,43815.0,Aprobado,Con Experiencia sin Mora,0,46.0
111,112,43,yes,0,5,Profesional,Indefinido,2500000,898000,Empleado,Propia,0,0,2300000,0,0,200000,0,0,898000,0,0,Consumo,10000000,60,620.571,Buenas Referencias,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Medellin,Sacerdotes y religiosos de distintas doctrinas,Bello,,0,2003-02-01,2009-03-12,2009-03-12,otras actividades de - actividades de organ,,Aprobado,Con Experiencia sin Mora,0,80.0
112,113,39,yes,1,5,Tecnólogo,Indefinido,1059000,508000,Empleado,Familiar,0,13000000,1059000,0,0,0,0,0,508000,0,0,Consumo,600000,6,108.193,Buena Experiencia CFB,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Técnicos asistentes de servicios administrativos y afines,Belen,,1,2002-07-22,2002-08-15,2009-03-31,intermediacion finan - intermediacion finan,,Aprobado,Mora mayor a 60 Dìas,0,48.0
113,114,63,no,0,3,Primaria,Ninguno,1699000,920000,Jubilado,Familiar,0,13000000,1349000,350000,0,0,0,0,920000,0,0,Consumo,9000000,48,299419,Sin Referencias,Con Codeudor(es),Prop.sin Hipoteca,2009-03-31,Itagui,Sin Profesión,Itagui,,1,1999-01-21,1998-01-21,2009-03-09,,43134.0,Aprobada,Mora mayor a 60 Dìas,42,
114,115,37,yes,0,4,Profesional,Indefinido,2382000,956000,Empleado,Propia,0,25000000,2382000,0,0,0,0,0,956000,0,0,Consumo,5000000,36,184.699,Buena Experiencia CFB,Hipoteca,Sin Patrimonio,2009-03-31,Medellin,Analistas y agentes financieros,Centro,,1,1999-09-21,2001-04-10,2009-03-28,intermediacion finan - intermediacion finan,,Aprobado,Con Experiencia sin Mora,0,57.0
115,116,27,no,0,3,Profesional,Fijo,1666000,43000,Empleado,Propia,0,8775000,1491000,175000,0,0,0,0,43000,0,0,Consumo,4700000,36,187369,Buena Experiencia CFB,Con Codeudor(es),Prop.y Vehìculo,2009-03-31,Medellin,Administración de Empresas,Itagui,,1,2007-08-24,2003-07-09,2009-03-06,industrias manufactu - fabricacion de susta,43305.0,Aprobado,Con Experiencia sin Mora,0,42.0
116,117,37,yes,0,4,Profesional,Indefinido,2382000,956000,Empleado,Propia,0,25000000,2382000,0,0,0,0,0,956000,0,0,Consumo,5000000,36,184.699,Buena Experiencia CFB,Hipoteca,Sin Patrimonio,2009-03-31,Medellin,Analistas y agentes financieros,Centro,,1,1999-09-21,2001-04-10,2009-03-28,intermediacion finan - intermediacion finan,,Aprobado,Con Experiencia sin Mora,0,62.0
117,118,32,yes,0,3,Bachiller,Fijo,993800,591000,Empleado,Familiar,0,0,993800,0,0,0,0,0,591000,0,0,Consumo,6000000,36,256.718,Buenas Referencias,Sin Codeudor,Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Belen,,1,2004-07-16,2008-07-17,2009-03-07,establecimientos edu,,Aprobado,Con Experiencia sin Mora,0,47.0
118,119,60,no,0,4,Técnico,Ninguno,3417000,920000,Jubilado,Propia,0,407000,717000,0,0,0,2700000,0,920000,0,0,Consumo,4000000,36,163301,Buenas Referencias,Conyuge,Prop.sin Hipoteca,2009-03-31,Medellin,Técnicos asistentes de servicios financieros contables y afines,Belen,,0,,2007-03-09,2009-03-12,,43835.0,Aprobada,Con Experiencia sin Mora,38,
119,120,61,no,0,5,Bachiller,Ninguno,3100000,557000,Independiente,Propia,0,0,0,300000,0,0,2800000,0,557000,0,0,Consumo,14000000,48,465763,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,0,,2005-10-04,2009-03-26,comercio al por mayo - comercio mantenimien,43840.0,Aprobado,Con Experiencia sin Mora,0,86.0
120,121,65,no,0,3,Primaria,Ninguno,536851,0,Jubilado,Propia,0,0,536851,0,0,0,0,0,0,0,0,Consumo,2100000,24,112291,Buenas Referencias,Fondo de Garantia,Prop.con Hipoteca,2009-03-31,Bello,Sin Profesión,Bello,,1,,2009-03-20,2009-03-17,,43575.0,Aprobada,Con Experiencia sin Mora,82,
121,122,25,yes,0,4,Técnico,Indefinido,1083000,0,Empleado,Familiar,0,0,1083000,0,0,0,0,0,0,0,0,Consumo,25000000,48,803.206,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Contadores,Caldas,,1,2007-04-14,2009-03-21,2009-03-13,industrias manufactu - fabricacion de vehic,,Aprobado,Sin experiencia,0,41.0
122,123,54,no,2,3,Tecnólogo,Indefinido,1958359,506000,Empleado,Propia,0,0,1958359,0,0,0,0,0,506000,0,0,Consumo,14900000,48,510807,Buenas Referencias,Libranza Establecida,Sin Patrimonio,2009-03-31,Medellin,Técnicos postsecundarios no universitarios y asistentes,Belen,,1,1987-10-21,2004-10-19,2009-03-18,administracion publi - actividades legislat,43600.0,Aprobada,Con Experiencia sin Mora,20,
123,124,54,no,2,3,Bachiller,Ninguno,2891330,990000,Jubilado,Propia,0,0,2891330,0,0,0,0,0,990000,0,0,Consumo,1500000,24,80208,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Belen,,1,2001-01-01,2000-07-24,2009-03-12,,43454.0,Aprobada,Con Experiencia sin Mora,22,
124,125,69,yes,1,2,Bachiller,Ninguno,1199000,368000,Jubilado,Familiar,0,1200000,1199000,0,0,0,0,0,368000,0,0,Consumo,260000,3,90244,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,1995-02-02,2002-02-05,2009-03-05,,43251.0,Aprobada,Con Experiencia sin Mora,7,
125,126,26,yes,1,2,Bachiller,Indefinido,869790,452000,Empleado,Familiar,0,2889007,869790,0,0,0,0,0,452000,0,0,Consumo,2500000,24,135951,Buena Experiencia CFB,Sin Codeudor,Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,2005-08-11,2003-03-31,2009-03-05,industrias manufactu - fabricacion de produ,43264.0,Aprobada,Con Experiencia sin Mora,40,
126,127,31,yes,0,3,Especializacion,Indefinido,934000,453000,Empleado,Familiar,0,0,934000,0,0,0,0,0,453000,0,0,Consumo,1000000,18,66.283,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Copacabana,Profesores y docentes en educación formal,Caldas,,1,2006-01-16,2003-03-20,2009-03-27,educacion - educacion  en todas,,Aprobado,Con Experiencia sin Mora,0,
127,128,61,no,0,3,Primaria,Ninguno,747712,138000,Jubilado,Arrendada,0,0,747712,0,0,0,0,0,138000,0,0,Consumo,590000,6,105508,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Caldas,Sin Profesión,Caldas,,1,,2004-03-31,2009-03-11,,43430.0,Aprobada,Con Experiencia sin Mora,48,
128,129,29,no,0,2,Bachiller,Ninguno,2500000,1466000,Independiente,Arrendada,0,0,0,0,0,2500000,0,500000,966000,0,0,Actividad Pdtiva,2300000,24,122985,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Sin Profesión,Centro,,1,,2009-03-12,2009-03-11,actividades inmobili,43425.0,Aprobado,Sin experiencia,0,
129,130,45,no,2,2,Bachiller,Ninguno,5614000,5364000,Independiente,Propia,0,0,0,0,0,5614000,0,965000,3221000,1178000,0,Capital de Trabajo,3000000,24,154157,Buena Experiencia CFB,Sin Codeudor,Prop.sin Hipoteca,2009-03-31,Medellin,Sin Profesión,Centro,,0,,2006-08-15,2009-03-31,comercio al por mayo - comercio mantenimien,43971.0,Aprobada,Con Experiencia sin Mora,2,
130,131,42,no,0,3,Profesional,Fijo,1141000,30000,Empleado,Arrendada,0,0,1141000,0,0,0,0,0,30000,0,0,Consumo,3300000,36,124328,Buena Experiencia CFB,Con Codeudor(es),Sin Patrimonio,2009-03-31,Medellin,Profesores de educación primaria,Rionegro,,1,2001-07-26,1999-12-16,2009-03-10,educacion - educacion  en todas,43407.0,Aprobado,Con Experiencia sin Mora,0,
131,132,29,no,0,3,Profesional,Fijo,759300,33000,Empleado,Arrendada,0,0,759300,0,0,0,0,0,33000,0,0,Consumo,1500000,18,102979,Buenas Referencias,Con Codeudor(es),Sin Patrimonio,2009-03-31,Marinilla,Profesores de educación secundaria,Rionegro,,1,2008-01-15,2009-03-16,2009-03-12,educacion - educacion  en todas,43457.0,Aprobado,Sin experiencia,0,
